Column1;listing.city;listing.neighborhood;p3_summary_title;description_locale;listing.extra_host_languages;listing.star_rating 
2484;paris;Saint-Germain-des-Prés - Odéon;"Incredible Family Apartment ""Notre Dame"" (316)";en;['de', 'en', 'es', 'it', 'pt', 'zh', 'ja'];45
2485;paris;VIII Arrondissement;Luxury apartment in the heart of Paris;en;['en', 'ru'];50
2486;paris;XVI Arrondissement;Elegant and spacious pied-à-terre, 16th arrondist;en;['en', 'es', 'ar'];45
2487;paris;Châtelet - Les Halles - Beaubourg;Parisian Style 2 BR with Balcony;en;['en', 'sv'];45
2488;paris;Tour Eiffel - Champ de Mars;Appt - 135 m2 - 3 chambres - Vue Tour Eiffel;fr;[];50
2489;paris;XVI Arrondissement;Luxury Apartment Paris Near Champs Elysées;en;['en', 'es', 'ar'];50
2490;paris;VII Arrondissement;[110m2] Eiffel Signature;en;['en', 'es', 'pt', 'zh'];45
2491;paris;X Arrondissement;Little house in Paris, Loft, Canal;en;['en'];50
2492;paris;VI Arrondissement;Big luxury loft, in a perfect area;en;[];50
2493;paris;Tour Eiffel - Champ de Mars;Eiffel Tower 3 bedroom for 6/7;en;['en'];50
2494;paris;XVIII Arrondissement;HOUSE IN MONTMARTRE WITH A TERRACE;en;['en'];50
2495;paris;III Arrondissement;3-BDR / 2-BR Loft Higher Marais - Residence Meslay;en;['en', 'es', 'zh'];45
2496;paris;République;Authentic 6 rooms Haussmanian Apt 160m2;en;['en'];45
2497;paris;III Arrondissement;Sparis, 4 BR / 3 BA, 8 people, 2 315 sq ft;en;['en', 'es'];45
2498;paris;VI Arrondissement;SCÈNE SUR SEINE;fr;[];45
2499;paris;Invalides - Ecole Militaire;AMAZING EIFFEL TOWER LOFT-ROOF TOP;en;['en'];45
2500;paris;V Arrondissement;Take your family in Paris;en;['de', 'en'];50
2501;paris;IX Arrondissement;lovely 19century style haussmann spacious130M2;en;['en'];50
2502;paris;Saint-Germain-des-Prés - Odéon;The heart of Saint Germain des Près (10 pers);fr;[];45
2503;paris;VI Arrondissement;Luxembourg-St Germain 2 Bedroom Delight! -Sleeps 6;en;[];45
2504;paris;Le Marais;Appartement élégant en plein cœur de Paris;fr;['en'];50
2505;paris;Tour Eiffel - Champ de Mars;(110m2) The Peak Eiffel tower;en;['en', 'es', 'pt', 'zh'];50
2506;paris;I Arrondissement;Luxury Apt - heart of Paris - 2BR - 2bathrooms;en;[];50
2507;paris;III Arrondissement;Paris Lyrique, 3 BR / 2 BA, 6 people, 1290 sq ft;en;['en', 'es'];45
2508;paris;VIII Arrondissement;Luxury  Champs Elysées Marignan 3 BDR;fr;['en'];45
2509;paris;XI Arrondissement;CHEMIN VERT 4;en;['en'];50
2510;paris;XV Arrondissement;EIFFEL TOWER 1d CHIC CLASSIC 3 BEDROOMS;fr;['en'];50
2511;paris;Châtelet - Les Halles - Beaubourg;Historical 3 bedroom apartment in Le Marais;en;['en', 'sv'];50
2512;paris;Saint-Germain-des-Prés - Odéon;Luxury and family 4 bedroom flat - Saint-Germain;en;[];50
2513;paris;Quartier Latin;Upscale 2 Bedroom A/C Pantheon;en;[];50
2514;paris;Champs-Elysées;Luxurious Plaza Athénée Eiffel Tower Penthouse;en;['en'];45
2515;paris;Ternes;Sophisticated and Grand Apt!;en;['en', 'es'];50
2516;paris;II Arrondissement;Beautiful apartment in the center of Paris;fr;[];50
2517;paris;VI Arrondissement;Charming Apartment at  St Germain des prés;en;[];50
2518;paris;Vaugirard;EIFEL TOWER TERRACE 3 BEDROOMS;en;[];45
2519;paris;IV Arrondissement;Luxury 2 bedroom flat in Le Marais;en;[];50
2520;paris;Champs-Elysées;Appartement de Luxe près des Champs Elysées;fr;[];45
2521;paris;VIII Arrondissement;Resplendent Haussmann Architectural Design Condo;en;[];50
2522;paris;VI Arrondissement;Charming 2 bedroom apartment Saint Germain;en;['en'];45
2523;paris;Monceau;Luxury apartment with garden acces - Monceau;en;[];50
2524;paris;République;[70m2] The Bohemian Apartment;en;['en', 'es', 'pt', 'zh'];50
2525;paris;IV Arrondissement;Elegant APT with private garden;en;['en'];50
2526;paris;VII Arrondissement;[110m2] Eiffel Skyline Apartment;en;['en', 'es', 'pt', 'zh'];45
2527;paris;Saint-Germain-des-Prés - Odéon;Elegant French Style 2BR St Germain Preauxclercs;fr;['en'];50
2528;paris;XV Arrondissement;EIFEL TOWER 3 ROOMS CHIC HAUSSMANIE;en;[];45
2529;paris;Ternes;SUBLIME 150 SQM APARTMENT WITH BALCONY - TERNES;en;['en'];50
2530;paris;IV Arrondissement;150 m2 in front of Notre-Dame in l’Île-Saint-Louis;fr;['en', 'es', 'zh'];50
2531;paris;Le Marais;Marais Souplex 3 bedroom 3 bathroom;en;['en', 'sv'];45
2532;paris;VIII Arrondissement;Modern Designer in Champs-Élysées;en;['en'];45
2533;paris;Port-Royal;GORGEOUS ARCHITECT APARTMENT - LUXEMBOURG GARDEN;en;[];50
2534;paris;Invalides - Ecole Militaire;EIFFEL TOWER 2D - LUXURY, CHIC, CLASSIC 3 Bedrooms;fr;['en'];50
2535;paris;Le Marais;FIRST CLASS Paris Center Marais;en;['de', 'en', 'es'];50
2536;paris;Louvre - Tuileries;Sprawling, Luxurious 2 Bedroom/2 Bath;en;[];
2537;paris;Louvre - Tuileries;Riverfront Designer Apt  @ Louvre;en;[];50
2538;paris;Opéra - Grands Boulevards;Luxury 4 bed/bathroom Apartment at Opera with AC;en;['en', 'es'];50
2539;paris;Saint-Michel;Amazing 70sqm 2BDR / 2BR in St-Michel/Notre Dame;en;['en', 'es', 'zh'];50
2540;paris;I Arrondissement;LE MARAIS - SPACIOUS FAMILY FLAT;en;[];45
2541;paris;III Arrondissement;Duplex with elevator in the Marais;en;[];50
2542;paris;Quartier Latin;"Amazing Family Apartment ""Notre Dame"" (316)";en;['de', 'en', 'es', 'it', 'pt', 'zh'];45
2543;paris;III Arrondissement;Le marais - 3 bedrooms flat - typically parisian;en;['en', 'es', 'zh'];50
2544;paris;Saint-Michel;Sumptuous apartment in the heart of Paris !;en;[];45
2545;paris;Saint-Germain-des-Prés - Odéon;LUXURY 2 Bedroom in Saint-Germain;en;[];50
2546;paris;XIV Arrondissement;Montparnasse Vavin;en;['en'];45
2547;paris;Champs-Elysées;2 bedroom Parisian Luxury next to Champs-Elysées;en;[];50
2548;paris;Champs-Elysées;Paris Champs Elysées;en;[];45
2549;paris;IV Arrondissement;Charming 2BR on Ile St Louis & Full Elevator;en;['en'];50
2550;paris;III Arrondissement;Cottage, 3BR/3BA, 7 people;en;['da', 'de', 'en', 'es', 'nl', 'pt'];50
2551;paris;II Arrondissement;Exceptionnal view in Montorgueil 92m²;en;['en', 'it'];50
2552;paris;VIII Arrondissement;Gorgeous Haussmanian Apt in Batignolles Monceau;en;['en', 'es', 'it', 'zh', 'ja'];50
2553;paris;VII Arrondissement;Minimalist Flat in Historic Architecture Building;en;['en', 'ru'];50
2554;paris;Le Marais;ROSIER 5 ÉTOILES;en;['de', 'en', 'it'];50
2555;paris;XII Arrondissement;Rare private house Air-Cond in Aligre Market area;en;[];50
2556;paris;Montparnasse;Sunny, X large & arty family apartment;en;[];50
2557;paris;II Arrondissement;Luxury Cosy Louvre;fr;['en', 'zh'];50
2558;paris;République;Loft - 137m2 - Paris 11ème;fr;['en', 'es'];50
2559;paris;Tour Eiffel - Champ de Mars;2 Bedroom Parisian Apartment Close to Eiffel Tower;en;[];45
2560;paris;XIV Arrondissement;Maison avec jardin - Montparnasse;en;['en'];45
2561;paris;III Arrondissement;73 - Beautiful Parisian Flat Les Halles Rivoli;en;[];
2562;paris;III Arrondissement;Cottage, 3BR/3BA, 7 people;en;['da', 'en', 'es', 'nl', 'no', 'pt'];50
2563;paris;II Arrondissement;81 - Paris Luxe Sebastopol;en;[];45
2564;paris;II Arrondissement;Montorgueil, 2 BR / 1 BA, 6 people, 70 m²;en;['en', 'es', 'he'];50
2565;paris;VI Arrondissement;Luxurious apartement Luxembourg garden piano;fr;['en'];50
2566;paris;Passy;Spacious 2BR Luxury Near Eiffel Tower with Piano;en;[];45
2567;paris;Saint-Germain-des-Prés - Odéon;VAUGIRARD 6e sweet 3 bedrooms Apt 6 persons;en;[];45
2568;paris;Châtelet - Les Halles - Beaubourg;3 BR Duplex in Le Marais with AC and terrace;fr;['en', 'sv'];50
2569;paris;III Arrondissement;3 Bedrooms near Le Marais;en;[];
2570;paris;Tour Eiffel - Champ de Mars;The Secret - Eiffel Tower;en;['en', 'es', 'pt', 'zh'];50
2571;paris;II Arrondissement;CENTER PARIS - 4 Bedrooms - 180 sqm - With lift;en;['en', 'es', 'zh'];45
2572;paris;XVII Arrondissement;Splendid Apartment with a 360° view on Paris;en;[];50
2573;paris;Le Marais;New 2 bedrooms/2 bathrooms/le marais free wifi/AC;fr;[];50
2574;paris;Quartier Latin;very very very close to Cathedrale Notre Dame!;en;[];45
2575;paris;VI Arrondissement;150sqmt-4 bdrms-Latin Quarter-Views 5e 6e arrdt;en;[];50
2576;paris;Champs-Elysées;Champs-Élysées - Rue de Cirque;en;['de', 'en', 'it', 'pt'];45
2577;paris;Palais Royal;Hip, Art-Filled Apartment in the Heart of Paris;en;[];50
2578;paris;V Arrondissement;COOL! A hotel (house) just for you;en;[];45
2579;paris;XVI Arrondissement;The most romantic view of the Tour Eiffel (170sqm);en;['en', 'es', 'it'];50
2580;paris;IV Arrondissement;Entire 2BR Marais Apartment - View of Notre Dame;en;['en'];50
2581;paris;VIII Arrondissement;Penthouse sur les champs Elysées;;;
;en;2.0;[{'beds': [{'id': '1947873/king_bed', 'quantity': 1, 'type': 'king_bed'}], 'id': 1947873, 'room_number': 1}, {'beds': [{'id': '1947876/king_bed', 'quantity': 1, 'type': 'king_bed'}], 'id': 1947876, 'room_number': 2}];{'allows_children': False, 'allows_events': False, 'allows_infants': False, 'allows_pets': False, 'allows_smoking': False, 'person_capacity': 4, 'structured_house_rules': ['Not suitable for children and infants', 'No smoking', 'No pets', 'No parties or events', 'Check-in time is 2PM - 10PM'], 'structured_house_rules_with_tips': [{'key': 'are_infants_and_children_allowed', 'long_term_text': 'May not be safe or suitable for children (0-12 years)', 'text': 'Not suitable for children and infants', 'airmoji_key': 'house_rules_no_kids'}, {'key': 'is_smoking_allowed_as_host', 'text': 'No smoking', 'airmoji_key': 'house_rules_no_smoking'}, {'key': 'are_pets_allowed_as_host', 'text': 'No pets', 'airmoji_key': 'house_rules_no_pets'}, {'key': 'are_events_allowed_as_host', 'text': 'No parties or events', 'airmoji_key': 'house_rules_no_party'}, {'key': 'check_in_time', 'text': 'Check-in time is 2PM - 10PM', 'airmoji_key': 'accomodation_keys'}, {'key': 'check_out_time', 'text': 'Check out by 11AM', 'airmoji_key': 'accomodation_keys'}, {'key': 'self_check_in', 'text': 'Self check-in with building staff', 'airmoji_key': 'accomodation_home'}]};48.87226;11250
2582;paris;Le Marais;Luxury Triplex with terrace in Marais 3BDRs 170m2;en;['en', 'es', 'pt'];50
2583;paris;Saint-Michel;Picturesque duplex apartment in the heart of Paris;en;['de', 'en', 'es', 'pt'];
2584;paris;Saint-Germain-des-Prés - Odéon;Contemporary apartment in the heart of St Germain;en;['en'];45
2585;paris;VI Arrondissement;Crazy Triplex at Saint-Germain, with double view!;en;['en'];
2586;paris;Champs-Elysées;Paris 8e Champs Elysées loft sur jardin (Phone number hidden by Airbnb);fr;['en'];45
2587;paris;V Arrondissement;Typical Parisian 3br near Notre Dame 5 Stars;en;['en'];45
2588;paris;Tour Eiffel - Champ de Mars;[110m2] The Eiffel Program;en;['en', 'es', 'pt', 'zh'];50
2589;paris;XX Arrondissement;“AMAZING FAMILY HOUSE” Rooftop PARIS 4 bdrs/3 bths;en;['en', 'es'];50
2590;paris;II Arrondissement;Voyageur sans bagage, 3BR/3BA, 7 people;en;['da', 'en', 'es', 'nl', 'no', 'pt'];45
2591;paris;XVI Arrondissement;Luxury 2Bedrooms/ 2Baths apartment Champs Elysées;en;['en', 'hu'];45
2592;paris;IX Arrondissement;Dream in family & SPA;en;[];50
2593;paris;République;ARTSY & TRENDY PARISIAN LOFT;en;['en', 'it'];50
2594;paris;VI Arrondissement;Unique Luxury 2BDR 2BTR in St Germain-des-Prés;en;['en'];50
2595;paris;XV Arrondissement;Stylish modern artist's house 130m²;en;['en'];50
2596;paris;Châtelet - Les Halles - Beaubourg;Typical Marais 3 bedroom next to Beaubourg;fr;['en', 'sv'];45
2597;paris;Saint-Michel;A deux Pas de la Cathédrale Notre-Dame;fr;[];50
2598;paris;IX Arrondissement;Great Family Apartment in the Heart of Paris;en;[];45
2599;paris;XVI Arrondissement;Luxury family apartment Eiffel Tower;fr;[];
2600;paris;XVII Arrondissement;Charmante maison au coeur de Paris;fr;['en', 'es'];50
2601;paris;X Arrondissement;Quai de Jemmapes by ONEFINESTAY;en;['en', 'es', 'it', 'pt'];
2602;paris;Louvre - Tuileries;Appartement and Studio in the heart of Paris !;en;[];45
2603;paris;XI Arrondissement;GRANDE MAISON DANS PARIS BASTILLE.;fr;['en', 'it'];50
2604;paris;VII Arrondissement;(110m²) Luxury Classic Apartment;en;['en', 'es', 'pt', 'zh'];45
2605;paris;Tour Eiffel - Champ de Mars;Exquisite Flat - Eiffel Tower/Rue Cler/Invalides;fr;[];
2606;paris;VIII Arrondissement;Luxueux appartement 3BR/6P - Champs Elysées;en;['en', 'es'];
2607;paris;Pigalle - Saint-Georges;Paris: classic style flat in central neighborhood;en;['en', 'es'];50
2608;paris;VIII Arrondissement;AMAZING APARTMENT CHAMPS ELYSEES;en;[];45
2609;paris;Père Lachaise - Ménilmontant;Private house at Père Lachaise;fr;[];45
2610;paris;III Arrondissement;The Atelier;en;[];
2611;paris;XVII Arrondissement;4 bedroom, near Arc de Triomphe;en;[];45
2612;paris;XVI Arrondissement;Luxueux Pied à terre-Trocadero-Tour Eiffel-16ème;fr;['en'];50
2613;paris;I Arrondissement;Loft appart right in the center of Paris, 5 pers;fr;[];50
2614;paris;VIII Arrondissement;NEW on RBNB ChpsElysées Most Amazing View of Paris;en;[];50
2615;paris;II Arrondissement;Opéra - Vendôme 15 : cosy apartment for 4;en;[];
2616;paris;Opéra - Grands Boulevards;Opéra - Vendôme 16: cosy apartment for 4;en;[];
2617;paris;Tour Eiffel - Champ de Mars;(115m2) Eiffel Luxury Collection;en;['en', 'es', 'pt', 'zh'];45
2618;paris;Tour Eiffel - Champ de Mars;❤️  YOUR EIFFEL TOWER HOME - AMAZING VIEW  ❤️;en;['en', 'it'];50
2619;paris;Le Marais;Amazing balcony view of St. Paul - Sleeps 4 - 6;en;[];45
2620;paris;VII Arrondissement;(115m²) Eiffel Diamond Apartment;en;['en', 'es', 'pt', 'zh'];50
2621;paris;Saint-Michel;Charming Loft @South Marais 100 sqm-up to 5 people;en;['en', 'es', 'zh'];50
2622;paris;VIII Arrondissement;Exceptional 170sqm Triangle d'Or;en;['en', 'es', 'zh'];45
2623;paris;VII Arrondissement;EIFEL TOWER LUXURY FLAT, 4 BEDROOMS, UPTO 11PEOPLE;en;['en'];50
2624;paris;IV Arrondissement;Quiet spacious Home in the heart of Paris.;en;['en'];50
2625;paris;XV Arrondissement;Three-room apartment of 1076 sq. ft. Eiffel Tower;en;[];45
2626;paris;XVI Arrondissement;Wonder parisian flat in Paris -Eiffel Tower;en;['en', 'es'];50
2627;paris;Saint-Germain-des-Prés - Odéon;Amazing Apartment in Saint-Germain;en;['de', 'en', 'es', 'hi', 'it', 'nl', 'pt', 'zh', 'ja', 'ko'];40
2628;paris;XIV Arrondissement;Luxury 5BR Apt, Jacuzzi & SPA lrlparis;en;['en'];50
2629;paris;Saint-Germain-des-Prés - Odéon;Sublime and new apartment Saint Germain des Près;en;['en', 'es'];45
2630;paris;VI Arrondissement;Outstanding 3 bedrooms Saint-Germain-des-Prés;en;['de', 'en', 'es', 'pt'];45
2631;paris;VII Arrondissement;An evening with Gustave Eiffel;en;['en', 'pt'];
2632;paris;Le Marais;The charm of the heart of Paris;en;['en', 'it'];50
2633;paris;Saint-Germain-des-Prés - Odéon;Beautiful 85mq in Saint Germain area 82133;en;['en', 'it'];50
2634;paris;VI Arrondissement;Luxury and Spacious Apartment in Saint-Germain;en;[];45
2635;paris;VI Arrondissement;❤️  Charming - 4 bedrooms - St Germain-des-Pres❤️;en;[];50
2636;paris;Châtelet - Les Halles - Beaubourg;NEW! Central&Nice&Large flat 3 bedrooms + 2 bathr;en;[];50
2637;paris;Tour Eiffel - Champ de Mars;[110m2] Eiffel Gorgeous Apartment;en;['en', 'es', 'pt', 'zh'];50
2638;paris;VII Arrondissement;(115 m2) Eiffel Pearl Apartment;en;['en', 'es', 'pt', 'zh'];45
2639;paris;VII Arrondissement;[110m2] The Eiffel Mansion;en;['en', 'es', 'pt', 'zh'];50
2640;paris;VII Arrondissement;[110m2] City View Apartment;en;['en', 'es', 'pt', 'zh'];45
2641;paris;VIII Arrondissement;Luxueux appartement II- 3BR/6P- Champs Elysées;en;['en', 'es'];45
2642;paris;VII Arrondissement;[110m2] The Eiffel Prestige;en;['en', 'es', 'pt', 'zh'];50
2643;paris;VIII Arrondissement;Magnificent 3BR Parisian Retreat *Champs-Élysées;en;['en', 'es', 'it', 'zh', 'ja'];45
2644;paris;XI Arrondissement;Trendy Nord Marais with terrace;en;['en'];45
2645;paris;XV Arrondissement;Vue de rêve sur Paris ... Paris from the top;en;['en', 'th'];50
2646;paris;III Arrondissement;Luxurious 2bdrm in Le Marais;en;['en', 'es', 'it'];50
2647;paris;VI Arrondissement;Saint Germain-Odeon;en;['de', 'en', 'it', 'pt'];50
2648;paris;XVI Arrondissement;Luxury Flat EIFFEL tower & River Seine;en;['en'];45
2649;paris;République;Luxurious Haussmanian AptTrendyArea 160m2;en;['en'];45
2650;paris;VIII Arrondissement;180sqm/2000sqft penthouse near Champs Elysées 3br;en;['en'];50
2651;paris;IV Arrondissement;La Table, 3BR/3BA, 6 people;en;['da', 'de', 'en', 'es', 'nl', 'pt'];45
2652;paris;Bastille;GRAND VILLA, OPERA BASTILLE;en;[];45
2653;paris;Saint-Germain-des-Prés - Odéon;Le Latin;en;['en'];50
2654;paris;VI Arrondissement;Superior 85m² 3-BDR / 3BR - Saint Germain;en;['en', 'zh'];50
2655;paris;Saint-Germain-des-Prés - Odéon;Luxury apartment on the Ile de la Cité;en;[];45
2656;paris;Châtelet - Les Halles - Beaubourg;Superbe appartement loft, Paris Centre, 4 chambres;fr;['en'];50
2657;paris;Le Marais;Heart of the Marais gorgeous 2 bdr apt;fr;[];50
2658;paris;I Arrondissement;190m2 - The most beautiful view of Paris;en;[];50
2659;paris;III Arrondissement;Narcisse, 3BR/3BA, 6 people;en;['da', 'en', 'es', 'nl', 'no', 'pt'];45
2660;paris;Tour Eiffel - Champ de Mars;[150m2]Mega Condominium EiffelTower;en;['en', 'es', 'pt', 'zh'];45
2661;paris;Batignolles;LOFT HOUSE 150sqm (4bd/4br) on 3 level floors;en;['en'];45
2662;paris;Ternes;4 Bedroom Apartment Near Convention Center;en;['en', 'tl'];45
2663;paris;III Arrondissement;Le Marais : 11 PAX, 4 bedrooms, 4 bathrooms;en;['en', 'es', 'it'];45
2664;paris;Madeleine - Vendôme;Duplex in the heart of Rue du faubourg St Honore;en;[];45
2665;paris;République;Private Pool Suite in Le Marais;en;['en', 'es'];45
2666;paris;III Arrondissement;Marianne, 4BR/4BA, 8 people;en;['da', 'en', 'es', 'nl', 'no', 'pt'];50
2667;paris;Champs-Elysées;New Luxury Ponthieu Champs-Élysées 3 beds;fr;['de', 'en', 'zh'];50
2668;paris;Invalides - Ecole Militaire;Family romantic room with a breathtaking view;en;['en', 'es', 'it'];
2669;paris;Saint-Germain-des-Prés - Odéon;Grenelle - 5 Star home -Newly renovated Oasis home;en;[];50
2670;paris;III Arrondissement;Marianne, 4Br/4Ba, 8 people;en;['en', 'es'];
2671;paris;VII Arrondissement;(140m2)La Casa Complex Eiffel Tower;en;['en', 'es', 'pt', 'zh'];50
2672;paris;Saint-Lazare;Rejuvenating & Stylish 2BR *Saint-Lazare *6 Guests;en;['en'];45
2673;paris;Le Marais;Narcisse, 3BR/3BA, 6 people;en;[];45
2674;paris;XVI Arrondissement;New Spacious and Luxury 3BR  Apt *  Champs Elysées;en;[];50
2675;paris;Champs-Elysées;Furnished 2BR Suites in the Heart of 8th District;en;['en', 'tl'];40
2676;paris;V Arrondissement;Amazing flat in Notre Dame De Paris;en;[];50
2677;paris;Invalides - Ecole Militaire;Elégant appartement Saint Germain des Près;fr;[];50
2678;paris;IX Arrondissement;Sunny Spacious Modern in Saint Lazare;en;['en'];40
2679;paris;XVIII Arrondissement;Luxury family house in inner Paris, 5 bedrooms;en;[];45
2680;paris;Châtelet - Les Halles - Beaubourg;Central 3 bedrooms, les Halles;en;['en', 'es'];45
2681;paris;Passy;Comme une maison entre Arc de Triomphe & Trocadéro;fr;['en'];
2682;paris;VII Arrondissement;Spacious 2 BR Near Eiffel Tower and St Germain;en;[];45
2683;paris;Passy;Amazing Family Appartment, Trocadero, Victor Hugo;fr;[];
